"variant","age","ylo","yhi","cancer_type"
"U2AF1_Q157P",54.5165427079542,10392351264059.1,35010873205624.9,"AML"
"U2AF1_Q157P",54.6644965307584,10535022700495,35287392346489.3,"AML"
"U2AF1_Q157P",54.8124503535627,10690986460725.9,35563851382279.1,"AML"
"U2AF1_Q157P",54.960404176367,10855695511899.4,35834232151132.5,"AML"
"U2AF1_Q157P",55.1083579991713,11025515259696,36140289458533.8,"AML"
"U2AF1_Q157P",55.2563118219756,11206581151895.6,36433957926495.4,"AML"
"U2AF1_Q157P",55.4042656447799,11381626989452.1,36697995437475.1,"AML"
"U2AF1_Q157P",55.5522194675841,11554642684814.2,36977445960162.4,"AML"
"U2AF1_Q157P",55.7001732903884,11700213153055.1,37268608655609.5,"AML"
"U2AF1_Q157P",55.8481271131927,11862878066194.2,37563002210847,"AML"
"U2AF1_Q157P",55.996080935997,12048388064852.3,37851599309104.7,"AML"
"U2AF1_Q157P",56.1440347588013,12235963267929.8,38164012112856.3,"AML"
"U2AF1_Q157P",56.2919885816056,12423985428016.4,38476281214316.4,"AML"
"U2AF1_Q157P",56.4399424044098,12606765315554,38772628689473.2,"AML"
"U2AF1_Q157P",56.5878962272141,12794606591910.8,39056664307555.5,"AML"
"U2AF1_Q157P",56.7358500500184,12988975636670.1,39350911906227.8,"AML"
"U2AF1_Q157P",56.8838038728227,13185773395763.1,39648050826291.6,"AML"
"U2AF1_Q157P",57.031757695627,13380171199874,40035555283653.8,"AML"
"U2AF1_Q157P",57.1797115184312,13586263152077.6,40394725575840.8,"AML"
"U2AF1_Q157P",57.3276653412355,13776716564482.9,40669997345617.1,"AML"
"U2AF1_Q157P",57.4756191640398,13978819888593.3,41007629623246.5,"AML"
"U2AF1_Q157P",57.6235729868441,14188997989683,41316225526252.5,"AML"
"U2AF1_Q157P",57.7715268096484,14407304039191.4,41671022349878.1,"AML"
"U2AF1_Q157P",57.9194806324527,14609541557927,42055774234999,"AML"
"U2AF1_Q157P",58.0674344552569,14824532263258.5,42444824314806.8,"AML"
"U2AF1_Q157P",58.2153882780612,15060154865013.7,42839299091074.3,"AML"
"U2AF1_Q157P",58.3633421008655,15286749592261.7,43178412363453.8,"AML"
"U2AF1_Q157P",58.5112959236698,15486971833925.5,43495843375707.5,"AML"
"U2AF1_Q157P",58.6592497464741,15725994165406.1,43886368178594,"AML"
"U2AF1_Q157P",58.8072035692784,15974816792941.7,44161055286690.8,"AML"
"U2AF1_Q157P",58.9551573920826,16193864842318.3,44527924252288.6,"AML"
"U2AF1_Q157P",59.1031112148869,16429784999131.8,44854512865941.9,"AML"
"U2AF1_Q157P",59.2510650376912,16682692480010.6,45175982840595.7,"AML"
"U2AF1_Q157P",59.3990188604955,16934628315576.7,45518172382989.4,"AML"
"U2AF1_Q157P",59.5469726832998,17171158372739.8,45921304766271.1,"AML"
"U2AF1_Q157P",59.6949265061041,17400579405068.5,46188183265387.1,"AML"
"U2AF1_Q157P",59.8428803289083,17635013887655.9,46542181481126.5,"AML"
"U2AF1_Q157P",59.9908341517126,17880901169516.9,46945001318281.2,"AML"
"U2AF1_Q157P",60.1387879745169,18133794579814.9,47380115504528.5,"AML"
"U2AF1_Q157P",60.2867417973212,18418935740579.4,47767631832833.9,"AML"
"U2AF1_Q157P",60.4346956201255,18689458846316.8,48194447274495.8,"AML"
"U2AF1_Q157P",60.5826494429297,18932080681524.8,48626179393674.8,"AML"
"U2AF1_Q157P",60.730603265734,19221472102135.6,49027456602148.5,"AML"
"U2AF1_Q157P",60.8785570885383,19494356974754.2,49480176956681,"AML"
"U2AF1_Q157P",61.0265109113426,19769685839481.8,49848360853191.7,"AML"
"U2AF1_Q157P",61.1744647341469,20046810321625.8,50257110316352.9,"AML"
"U2AF1_Q157P",61.3224185569512,20337800245638.8,50669016349279,"AML"
"U2AF1_Q157P",61.4703723797554,20619197419283.2,51090049628529.6,"AML"
"U2AF1_Q157P",61.6183262025597,20908587674130.4,51479728754046.4,"AML"
"U2AF1_Q157P",61.766280025364,21205699005677.5,51952077622905.1,"AML"
"U2AF1_Q157P",61.9142338481683,21502471425631.9,52468893484613,"AML"
"U2AF1_Q157P",62.0621876709726,21804516608771,52862867517908.5,"AML"
"U2AF1_Q157P",62.2101414937769,22115241167141.8,53377190715597.3,"AML"
"U2AF1_Q157P",62.3580953165811,22429161500076.5,53801552849232.9,"AML"
"U2AF1_Q157P",62.5060491393854,22705395741868,54256244530585.3,"AML"
"U2AF1_Q157P",62.6540029621897,22987484398710.9,54785294363956.7,"AML"
"U2AF1_Q157P",62.801956784994,23309594704680.6,55279779578492.8,"AML"
"U2AF1_Q157P",62.9499106077983,23644878876713.2,55737905489324.2,"AML"
"U2AF1_Q157P",63.0978644306025,23990758073877.6,56265619178570.6,"AML"
"U2AF1_Q157P",63.2458182534068,24356761735209.9,56692307120414.2,"AML"
"U2AF1_Q157P",63.3937720762111,24706253770721.6,57231295183227.6,"AML"
"U2AF1_Q157P",63.5417258990154,25048506905656.1,57794702303429.2,"AML"
"U2AF1_Q157P",63.6896797218197,25416571487829.8,58289955849422.4,"AML"
"U2AF1_Q157P",63.837633544624,25787818608312.6,58686819769630,"AML"
"U2AF1_Q157P",63.9855873674282,26148374857165,59248431689490.9,"AML"
"U2AF1_Q157P",64.1335411902325,26513892071353.1,59772935373652.9,"AML"
"U2AF1_Q157P",64.2814950130368,26878594486483.1,60291228817313.3,"AML"
"U2AF1_Q157P",64.4294488358411,27237670715088.8,60824173571291.4,"AML"
"U2AF1_Q157P",64.5774026586454,27598923182646.3,61349968767207.3,"AML"
"U2AF1_Q157P",64.7253564814497,27947740310144.8,61928966707574.4,"AML"
"U2AF1_Q157P",64.8733103042539,28317229136352.7,62513156457014,"AML"
"U2AF1_Q157P",65.0212641270582,28684192972572.2,63101007459918.7,"AML"
"U2AF1_Q157P",65.1692179498625,29068243280574.2,63719973871659.9,"AML"
"U2AF1_Q157P",65.3171717726668,29450602618103.7,64406944428394.1,"AML"
"U2AF1_Q157P",65.4651255954711,29859371060363.3,65017269668422.2,"AML"
"U2AF1_Q157P",65.6130794182754,30296443509056.1,65630355305873.5,"AML"
"U2AF1_Q157P",65.7610332410796,30701177445735.7,66139170117084.6,"AML"
"U2AF1_Q157P",65.9089870638839,31074544604861.3,66764751430584.1,"AML"
"U2AF1_Q157P",66.0569408866882,31441941523920.3,67387994248875.8,"AML"
"U2AF1_Q157P",66.2048947094925,31873362613264.6,68062099809150.8,"AML"
"U2AF1_Q157P",66.3528485322968,32257594949981.3,68656340830288,"AML"
"U2AF1_Q157P",66.5008023551011,32659709328895.3,69347769057981,"AML"
"U2AF1_Q157P",66.6487561779053,33094618137726.3,69990588718949.9,"AML"
"U2AF1_Q157P",66.7967100007096,33578211731075,70716403232958,"AML"
"U2AF1_Q157P",66.9446638235139,34067594022697.3,71449038184409.8,"AML"
"U2AF1_Q157P",67.0926176463182,34528086268277.9,72174981627345.6,"AML"
"U2AF1_Q157P",67.2405714691225,34936594104992.7,72900904548385.7,"AML"
"U2AF1_Q157P",67.3885252919268,35389829032329.9,73680661373022.1,"AML"
"U2AF1_Q157P",67.536479114731,35836839604315.7,74492805691970.1,"AML"
"U2AF1_Q157P",67.6844329375353,36252851091496.8,75302399283909,"AML"
"U2AF1_Q157P",67.8323867603396,36654006786275.8,76112183764066.1,"AML"
"U2AF1_Q157P",67.9803405831439,37090683741773.2,76918924031347.7,"AML"
"U2AF1_Q157P",68.1282944059482,37542117132407.1,77786544869552.8,"AML"
"U2AF1_Q157P",68.2762482287524,37996288588076.6,78600362429343.1,"AML"
"U2AF1_Q157P",68.4242020515567,38461932643774.6,79417648337454.4,"AML"
"U2AF1_Q157P",68.572155874361,38911838672902.1,80258813960767.4,"AML"
"U2AF1_Q157P",68.7201096971653,39395134403265.8,81083123207076.2,"AML"
"U2AF1_Q157P",68.8680635199696,39930659650197.4,81911755281203.6,"AML"
"U2AF1_Q157P",69.0160173427738,40477883401731.5,82722994235875.7,"AML"
"U2AF1_Q157P",69.1639711655781,40969063161595.4,83456426390398.8,"AML"
"U2AF1_Q157P",69.3119249883824,41410681139254.4,84350773849750.1,"AML"
"U2AF1_Q157P",69.4598788111867,41874199886340.5,85233182149351,"AML"
"U2AF1_Q157P",69.607832633991,42409268941392.8,86160717387919.6,"AML"
"U2AF1_Q157P",69.7557864567953,42939404985699.6,87013507892968.2,"AML"
"U2AF1_Q157P",69.9037402795995,43409508981607.1,87997142218464,"AML"
"U2AF1_Q157P",70.0516941024038,43871306324714,88860751497976.9,"AML"
"U2AF1_Q157P",70.1996479252081,44367696272919.6,89839447220217.7,"AML"
"U2AF1_Q157P",70.3476017480124,44898432599578.3,90838381175860.9,"AML"
"U2AF1_Q157P",70.4955555708167,45438502403472.7,91755918340366.3,"AML"
"U2AF1_Q157P",70.643509393621,45999345933947.5,92711738307951.1,"AML"
"U2AF1_Q157P",70.7914632164252,46553708596653.7,93629624464285.1,"AML"
"U2AF1_Q157P",70.9394170392295,47132556561033.2,94623228377536.4,"AML"
"U2AF1_Q157P",71.0873708620338,47712253256689.8,95684723678659.4,"AML"
"U2AF1_Q157P",71.2353246848381,48230950744333.6,96825903919736.1,"AML"
"U2AF1_Q157P",71.3832785076424,48823111506053.7,98042409908413.8,"AML"
"U2AF1_Q157P",71.5312323304467,49374557072519.3,99185810362534,"AML"
"U2AF1_Q157P",71.6791861532509,49806523622521.8,100293191513264,"AML"
"U2AF1_Q157P",71.8271399760552,50293656555236.6,101366960395166,"AML"
"U2AF1_Q157P",71.9750937988595,50861643475495.3,102481685349415,"AML"
"U2AF1_Q157P",72.1230476216638,51419769879443.6,103779939758395,"AML"
"U2AF1_Q157P",72.2710014444681,51940161476958.5,105052325516464,"AML"
"U2AF1_Q157P",72.4189552672724,52570740654937.9,106371536337705,"AML"
"U2AF1_Q157P",72.5669090900766,53184426379471.9,107506247557105,"AML"
"U2AF1_Q157P",72.7148629128809,53708267331941,108715734578202,"AML"
"U2AF1_Q157P",72.8628167356852,54264711564988.3,110050802133436,"AML"
"U2AF1_Q157P",73.0107705584895,54857109323415.2,111397542968808,"AML"
"U2AF1_Q157P",73.1587243812938,55391667234706.1,112588162834026,"AML"
"U2AF1_Q157P",73.306678204098,55902163144383,114047897431617,"AML"
"U2AF1_Q157P",73.4546320269023,56507245302488,115440649640417,"AML"
"U2AF1_Q157P",73.6025858497066,57061636965521,116836110057268,"AML"
"U2AF1_Q157P",73.7505396725109,57672809852721,118287717671479,"AML"
"U2AF1_Q157P",73.8984934953152,58242911503931.2,119641575316094,"AML"
"U2AF1_Q157P",74.0464473181195,58899482551479.1,121127801579011,"AML"
"U2AF1_Q157P",74.1944011409237,59516463624793.8,122534825721113,"AML"
"U2AF1_Q157P",74.342354963728,60139153253029.2,124135560035308,"AML"
"U2AF1_Q157P",74.4903087865323,60745407276317,125662736390097,"AML"
"U2AF1_Q157P",74.6382626093366,61301249036526.2,127206223174847,"AML"
"U2AF1_Q157P",74.7862164321409,61869058645396.3,128709362506735,"AML"
"U2AF1_Q157P",74.9341702549452,62354606548221.5,130192713388224,"AML"
"U2AF1_Q157P",75.0821240777494,62899211311652.7,131911669687407,"AML"
"U2AF1_Q157P",75.2300779005537,63494941427012.8,133636949543988,"AML"
"U2AF1_Q157P",75.378031723358,64110642922273.4,135216642939613,"AML"
"U2AF1_Q157P",75.5259855461623,64727924558228.8,136831399585202,"AML"
"U2AF1_Q157P",75.6739393689666,65431099483220.2,138467919034226,"AML"
"U2AF1_Q157P",75.8218931917709,66023674475869.4,140448571736698,"AML"
"U2AF1_Q157P",75.9698470145751,66635377737121.6,142325908810241,"AML"
"U2AF1_Q157P",76.1178008373794,67224727250426.7,144206223183515,"AML"
"U2AF1_Q157P",76.2657546601837,67939633307894.2,145921279992767,"AML"
"U2AF1_Q157P",76.413708482988,68487890619810,147941485618719,"AML"
"U2AF1_Q157P",76.5616623057923,69150574696873.9,149917696109443,"AML"
"U2AF1_Q157P",76.7096161285966,69730325233735.3,152003293599446,"AML"
"U2AF1_Q157P",76.8575699514008,70331038425805.1,154025759099033,"AML"
"U2AF1_Q157P",77.0055237742051,71078083132677.4,156067487622104,"AML"
"U2AF1_Q157P",77.1534775970094,71817427345900,158132344543086,"AML"
"U2AF1_Q157P",77.3014314198137,72389180228815.2,160042905540198,"AML"
"U2AF1_Q157P",77.449385242618,72901088655886.5,162109148140296,"AML"
"U2AF1_Q157P",77.5973390654222,73466788931726,164107342480768,"AML"
"U2AF1_Q157P",77.7452928882265,74061180665180.4,166182401676678,"AML"
"U2AF1_Q157P",77.8932467110308,74795322492184.3,168379040331877,"AML"
"U2AF1_Q157P",78.0412005338351,75523667454618.1,170634569759880,"AML"
"U2AF1_Q157P",78.1891543566394,76061799792997.1,172854499425468,"AML"
"U2AF1_Q157P",78.3371081794437,76645273412161.2,175072839752139,"AML"
"U2AF1_Q157P",78.4850620022479,77303313134337.3,177295527620333,"AML"
"U2AF1_Q157P",78.6330158250522,78007885682883.9,179728953195753,"AML"
"U2AF1_Q157P",78.7809696478565,78526215575165.9,182143592100765,"AML"
"U2AF1_Q157P",78.9289234706608,78947824248163.4,184658612430875,"AML"
"U2AF1_Q157P",79.0768772934651,79720953859261,187207693857956,"AML"
"U2AF1_Q157P",79.2248311162694,80350564680964.5,189615930063812,"AML"
"U2AF1_Q157P",79.3727849390736,80967951694354,192264096738104,"AML"
"U2AF1_Q157P",79.5207387618779,81645550099173.4,194778123672297,"AML"
"U2AF1_Q157P",79.6686925846822,82350048546098.9,197491893419884,"AML"
"U2AF1_Q157P",79.8166464074865,82942002852377.2,200052047309387,"AML"
"U2AF1_Q157P",79.9646002302908,83596006584571.8,202788661718985,"AML"
"U2AF1_Q157P",80.112554053095,84262245323010.3,205801149510922,"AML"
"U2AF1_Q157P",80.2605078758993,84921014455460.2,208717878141765,"AML"
"U2AF1_Q157P",80.4084616987036,85744007376418.3,211441827220846,"AML"
"U2AF1_Q157P",80.5564155215079,86395097303610,214222019665491,"AML"
"U2AF1_Q157P",80.7043693443122,87139393956447.1,217126124622158,"AML"
"U2AF1_Q157P",80.8523231671165,87850363365387.5,219755502385782,"AML"
"U2AF1_Q157P",81.0002769899207,88513162784802.4,222787349429967,"AML"
"U2AF1_Q157P",81.148230812725,89211488991952.7,225770176153397,"AML"
"U2AF1_Q157P",81.2961846355293,89694431331502.9,228802759585476,"AML"
"U2AF1_Q157P",81.4441384583336,90260773023800.5,231957109309512,"AML"
"U2AF1_Q157P",81.5920922811379,90894849504334.9,235113498761559,"AML"
"U2AF1_Q157P",81.7400461039421,91585713625389.3,238617729596260,"AML"
"U2AF1_Q157P",81.8879999267464,92284529286770.2,241911681191441,"AML"
"U2AF1_Q157P",82.0359537495507,92986943232914.2,245499299725624,"AML"
"U2AF1_Q157P",82.183907572355,93723095032920,249247156780432,"AML"
"U2AF1_Q157P",82.3318613951593,94527839946957.3,252968079159063,"AML"
"U2AF1_Q157P",82.4798152179636,95324379884653.1,256348156919113,"AML"
"U2AF1_Q157P",82.6277690407678,96115747180504.7,259764577930561,"AML"
"U2AF1_Q157P",82.7757228635721,96897158295480.7,263277290651380,"AML"
"U2AF1_Q157P",82.9236766863764,97444421355254.8,267245133695487,"AML"
"U2AF1_Q157P",83.0716305091807,98050388960362.5,270922595135180,"AML"
"U2AF1_Q157P",83.219584331985,98902202058879.3,274677744087137,"AML"
"U2AF1_Q157P",83.3675381547893,99544682550370.2,278550462523154,"AML"
"U2AF1_Q157P",83.5154919775935,100357371850832,282518655454511,"AML"
"U2AF1_Q157P",83.6634458003978,101097028372182,286749646127491,"AML"
"U2AF1_Q157P",83.8113996232021,101945362425424,290804537681252,"AML"
"U2AF1_Q157P",83.9593534460064,102593996663764,294753375010436,"AML"
"U2AF1_Q157P",84.1073072688107,103370780728560,299316504583185,"AML"
"U2AF1_Q157P",84.255261091615,104175622387405,303188220113159,"AML"
"U2AF1_Q157P",84.4032149144192,104970238961485,307604600368498,"AML"
"U2AF1_Q157P",84.5511687372235,105816866313643,311988705343566,"AML"
"U2AF1_Q157P",84.6991225600278,106712143350869,316323562881402,"AML"
"U2AF1_Q157P",84.8470763828321,107617769845522,320480678427350,"AML"
"U2AF1_Q157P",84.9950302056364,108590525421923,324969501096335,"AML"
"U2AF1_Q157P",85.1429840284407,109470242889978,330006422872451,"AML"
"U2AF1_Q157P",85.2909378512449,110035106524937,335121309079251,"AML"
"U2AF1_Q157P",85.4388916740492,110618276829709,340315363177787,"AML"
"U2AF1_Q157P",85.5868454968535,111450841465603,345589807102121,"AML"
"U2AF1_Q157P",85.7347993196578,112221880721664,350945881539645,"AML"
"U2AF1_Q157P",85.8827531424621,113075512833584,356384846215548,"AML"
"U2AF1_Q157P",86.0307069652663,113733709597573,361907980181503,"AML"
"U2AF1_Q157P",86.1786607880706,114566516111176,367224258539444,"AML"
"U2AF1_Q157P",86.3266146108749,115160697556522,372047541188125,"AML"
"U2AF1_Q157P",86.4745684336792,115907981494139,377387497064280,"AML"
"U2AF1_Q157P",86.6225222564835,116654717034882,382464842006758,"AML"
"U2AF1_Q157P",86.7704760792878,117292619958159,387282473073048,"AML"
"U2AF1_Q157P",86.918429902092,118118509421981,392633868752711,"AML"
"U2AF1_Q157P",87.0663837248963,119087691744178,398210760523086,"AML"
"U2AF1_Q157P",87.2143375477006,120064383480551,404183650999423,"AML"
"U2AF1_Q157P",87.3622913705049,121048635526008,410315102436206,"AML"
"U2AF1_Q157P",87.5102451933092,122040499000144,416703580988521,"AML"
"U2AF1_Q157P",87.6581990161135,122842590505003,423107914339290,"AML"
"U2AF1_Q157P",87.8061528389177,123704421003656,429610454839601,"AML"
"U2AF1_Q157P",87.954106661722,124572127108408,436239996661507,"AML"
"U2AF1_Q157P",88.1020604845263,125449091480768,442795471405342,"AML"
"U2AF1_Q157P",88.2500143073306,126364180872580,449404256848363,"AML"
"U2AF1_Q157P",88.3979681301349,127307094450230,455735260301047,"AML"
"U2AF1_Q157P",88.5459219529392,128397305518346,462813445247645,"AML"
"U2AF1_Q157P",88.6938757757434,129189695338638,470055525326539,"AML"
"U2AF1_Q157P",88.8418295985477,129974747312845,477410608691739,"AML"
"U2AF1_Q157P",88.989783421352,130876192168283,484880448508847,"AML"
"U2AF1_Q157P",89.1377372441563,131640849613879,492466824823938,"AML"
"U2AF1_Q157P",89.2856910669606,132475176698995,500171544965652,"AML"
"U2AF1_Q157P",89.4336448897648,133314259136350,507996443952966,"AML"
"U2AF1_Q157P",89.5815987125691,134155680123892,515943384908746,"AML"
"U2AF1_Q157P",89.7295525353734,134978146299559,523981343874250,"AML"
"U2AF1_Q157P",89.8775063581777,135805140848714,531533425727336,"AML"
"U2AF1_Q157P",90.025460180982,136636682393209,539616348011275,"AML"
"U2AF1_Q157P",90.1734140037863,137472789553187,547420898573292,"AML"
"U2AF1_Q157P",90.3213678265905,138457081964704,555714560125028,"AML"
"U2AF1_Q157P",90.4693216493948,139580827561468,564223579276360,"AML"
"U2AF1_Q157P",90.6172754721991,140636949279556,571901761447470,"AML"
"U2AF1_Q157P",90.7652292950034,141446293164641,580239168719623,"AML"
"KRAS G12D",39.337440109514,24665.5024121929,88159.6522918364,"CRC"
"KRAS G12D",39.506875530802,24983.9158353835,88054.4888055809,"CRC"
"KRAS G12D",39.6763109520899,25290.7969253324,88026.7422746218,"CRC"
"KRAS G12D",39.8457463733778,25579.7104798495,88001.4814196437,"CRC"
"KRAS G12D",40.0151817946658,25926.552929419,87976.2205646655,"CRC"
"KRAS G12D",40.1846172159537,26257.5695281458,87950.5299597815,"CRC"
"KRAS G12D",40.3540526372416,26575.9829513363,87895.7774506629,"CRC"
"KRAS G12D",40.5234880585296,26855.7273165671,87787.6115154591,"CRC"
"KRAS G12D",40.6929234798175,27173.9723289786,87687.9115924207,"CRC"
"KRAS G12D",40.8623589011054,27470.4975568403,87629.8790779912,"CRC"
"KRAS G12D",41.0317943223934,27722.9992564157,87534.463357228,"CRC"
"KRAS G12D",41.2012297436813,28013.6103837683,87439.8580029982,"CRC"
"KRAS G12D",41.3706651649692,28269.7166991874,87352.254897498,"CRC"
"KRAS G12D",41.5401005862572,28531.2026821436,87265.5206014002,"CRC"
"KRAS G12D",41.7095360075451,28801.9818090142,87252.4915713162,"CRC"
"KRAS G12D",41.8789714288331,29070.2625484393,87266.0819515265,"CRC"
"KRAS G12D",42.048406850121,29309.8412355587,87154.7205661698,"CRC"
"KRAS G12D",42.2178422714089,29557.8016833748,87047.6186693239,"CRC"
"KRAS G12D",42.3872776926969,29789.3192460882,87034.6909077255,"CRC"
"KRAS G12D",42.5567131139848,30058.0117686821,86989.4175620444,"CRC"
"KRAS G12D",42.7261485352727,30303.7054141725,86950.2757171658,"CRC"
"KRAS G12D",42.8955839565607,30606.9447270471,86855.496093373,"CRC"
"KRAS G12D",43.0650193778486,30893.5941310383,86810.3136696362,"CRC"
"KRAS G12D",43.2344547991365,31154.4173524451,86796.7827163526,"CRC"
"KRAS G12D",43.4038902204245,31413.0478281869,86791.4295784191,"CRC"
"KRAS G12D",43.5733256417124,31644.1266683915,86783.4536121656,"CRC"
"KRAS G12D",43.7427610630003,31926.3503616799,86755.3445300318,"CRC"
"KRAS G12D",43.9121964842883,32235.8633482465,86681.2398877221,"CRC"
"KRAS G12D",44.0816319055762,32484.3758777106,86614.6119147786,"CRC"
"KRAS G12D",44.2510673268641,32726.0821549126,86591.3169670434,"CRC"
"KRAS G12D",44.4205027481521,32988.3453896447,86568.0220193081,"CRC"
"KRAS G12D",44.58993816944,33281.7785486742,86540.6752642018,"CRC"
"KRAS G12D",44.7593735907279,33560.7943280862,86486.9740394625,"CRC"
"KRAS G12D",44.9288090120159,33773.5114218446,86479.4759487959,"CRC"
"KRAS G12D",45.0982444333038,34074.0209062014,86441.2477980956,"CRC"
"KRAS G12D",45.2676798545917,34340.6034071835,86411.3799162614,"CRC"
"KRAS G12D",45.4371152758797,34618.3571794627,86370.7987782402,"CRC"
"KRAS G12D",45.6065506971676,34902.7247652787,86329.0861999297,"CRC"
"KRAS G12D",45.7759861184555,35183.420579231,86287.373621619,"CRC"
"KRAS G12D",45.9454215397435,35391.1812911078,86279.8984293414,"CRC"
"KRAS G12D",46.1148569610314,35695.8760796833,86275.780705094,"CRC"
"KRAS G12D",46.2842923823194,36000.4536893606,86198.7647193162,"CRC"
"KRAS G12D",46.4537278036073,36239.4424617203,86195.7263158887,"CRC"
"KRAS G12D",46.6231632248952,36466.6083168498,86194.2336189907,"CRC"
"KRAS G12D",46.7925986461832,36682.5258701925,86171.6547239709,"CRC"
"KRAS G12D",46.9620340674711,36937.637769522,86133.9408363855,"CRC"
"KRAS G12D",47.131469488759,37176.0952262794,86103.6035181962,"CRC"
"KRAS G12D",47.300904910047,37461.5365147641,86039.1712604787,"CRC"
"KRAS G12D",47.4703403313349,37728.8300649021,86028.8002567223,"CRC"
"KRAS G12D",47.6397757526228,37992.8280702124,86005.5902583857,"CRC"
"KRAS G12D",47.8092111739108,38218.0864378107,85962.3310042254,"CRC"
"KRAS G12D",47.9786465951987,38494.3882715682,85905.1790420029,"CRC"
"KRAS G12D",48.1480820164866,38802.0223327264,85831.4153424019,"CRC"
"KRAS G12D",48.3175174377746,39099.5560700428,85806.7632553501,"CRC"
"KRAS G12D",48.4869528590625,39398.7625098485,85757.2789075414,"CRC"
"KRAS G12D",48.6563882803504,39670.9052938199,85704.2272237433,"CRC"
"KRAS G12D",48.8258237016384,39970.6951796494,85642.4811725078,"CRC"
"KRAS G12D",48.9952591229263,40223.7413080095,85609.538778065,"CRC"
"KRAS G12D",49.1646945442142,40460.3917527874,85577.0635161353,"CRC"
"KRAS G12D",49.3341299655022,40647.8804360585,85560.0867712088,"CRC"
"KRAS G12D",49.5035653867901,40855.7886521915,85499.3040575153,"CRC"
"KRAS G12D",49.673000808078,41026.7090231559,85434.1910787476,"CRC"
"KRAS G12D",49.842436229366,41216.6021531679,85391.650202211,"CRC"
"KRAS G12D",50.0118716506539,41449.8367128776,85341.3777157422,"CRC"
"KRAS G12D",50.1813070719418,41695.6412714619,85318.5160439913,"CRC"
"KRAS G12D",50.3507424932298,41949.0705243578,85211.3685272423,"CRC"
"KRAS G12D",50.5201779145177,42204.6636112172,85165.2315762577,"CRC"
"KRAS G12D",50.6896133358056,42440.7523204964,85167.1000456286,"CRC"
"KRAS G12D",50.8590487570936,42697.2422895798,85166.9422884013,"CRC"
"KRAS G12D",51.0284841783815,42950.6521670547,85081.3265683902,"CRC"
"KRAS G12D",51.1979195996694,43208.7217213855,85043.5840318429,"CRC"
"KRAS G12D",51.3673550209574,43435.7816930458,84986.7293937976,"CRC"
"KRAS G12D",51.5367904422453,43686.3363332393,85054.7686580405,"CRC"
"KRAS G12D",51.7062258635332,43918.7710113263,85125.4131672689,"CRC"
"KRAS G12D",51.8756612848212,44141.4494201533,85089.7513436749,"CRC"
"KRAS G12D",52.0450967061091,44320.1413270682,85081.0430121213,"CRC"
"KRAS G12D",52.214532127397,44519.9974554786,85073.6054041387,"CRC"
"KRAS G12D",52.383967548685,44727.6644811389,84996.1763346748,"CRC"
"KRAS G12D",52.5534029699729,44951.0725489838,84962.3144770277,"CRC"
"KRAS G12D",52.7228383912609,45096.3171081917,85004.0403287781,"CRC"
"KRAS G12D",52.8922738125488,45305.6591861133,85012.2253885718,"CRC"
"KRAS G12D",53.0617092338367,45536.7040726387,85063.8616684314,"CRC"
"KRAS G12D",53.2311446551247,45775.0312023069,85079.9341483702,"CRC"
"KRAS G12D",53.4005800764126,45957.4941442978,85125.4063004951,"CRC"
"KRAS G12D",53.5700154977005,46201.2994031194,85085.3628473078,"CRC"
"KRAS G12D",53.7394509189885,46465.4063868203,85049.8863895387,"CRC"
"KRAS G12D",53.9088863402764,46677.9276024478,85098.5067700061,"CRC"
"KRAS G12D",54.0783217615643,46853.854973623,85106.7775525413,"CRC"
"KRAS G12D",54.2477571828523,47079.3933351343,85177.3175434255,"CRC"
"KRAS G12D",54.4171926041402,47277.0677156649,85215.5324920891,"CRC"
"KRAS G12D",54.5866280254281,47422.0863184323,85182.4266789355,"CRC"
"KRAS G12D",54.7560634467161,47650.0964681302,85183.7059774476,"CRC"
"KRAS G12D",54.925498868004,47889.0876698013,85220.4819871514,"CRC"
"KRAS G12D",55.0949342892919,48133.6480781439,85249.2145878319,"CRC"
"KRAS G12D",55.2643697105799,48277.6644459797,85270.5055580676,"CRC"
"KRAS G12D",55.4338051318678,48445.790354937,85302.4986014877,"CRC"
"KRAS G12D",55.6032405531557,48655.1324328586,85350.7913470276,"CRC"
"KRAS G12D",55.7726759744437,48885.7326717417,85423.1127064836,"CRC"
"KRAS G12D",55.9421113957316,49086.0399829861,85442.0863629828,"CRC"
"KRAS G12D",56.1115468170195,49291.4024408742,85497.3982615819,"CRC"
"KRAS G12D",56.2809822383075,49503.706517346,85551.6351224775,"CRC"
"KRAS G12D",56.4504176595954,49736.8029535975,85603.046526267,"CRC"
"KRAS G12D",56.6198530808833,49992.0551838463,85664.3224591083,"CRC"
"KRAS G12D",56.7892885021713,50182.1913595319,85710.0337427985,"CRC"
"KRAS G12D",56.9587239234592,50358.1452814276,85760.9404670501,"CRC"
"KRAS G12D",57.1281593447472,50566.1972502042,85789.1407929731,"CRC"
"KRAS G12D",57.2975947660351,50725.2292847215,85827.2670358921,"CRC"
"KRAS G12D",57.467030187323,50940.9567279958,85887.1098857903,"CRC"
"KRAS G12D",57.636465608611,51149.0817787565,85925.9769419259,"CRC"
"KRAS G12D",57.8059010298989,51302.2969532404,85950.8618065978,"CRC"
"KRAS G12D",57.9753364511868,51467.4992848579,85954.1420204971,"CRC"
"KRAS G12D",58.1447718724748,51644.5545419796,86000.9400323989,"CRC"
